,Date,Open,High,Low,Close,Adj Close,Volume,ma50,ma100,Previous day close price,Change in price,Percent change in price,Previous day volume,Change in volume,Percent change in volume
0,2004-07-22,93888.0,94348.796875,88243.203125,92736.0,91890.40625,100,,,,,,,,
1,2004-07-23,93657.6015625,93888.0,90432.0,92736.0,91890.40625,0,,,92736.0,0.0,0.0,100.0,-100.0,-1.0
2,2004-07-26,92160.0,93542.3984375,92160.0,93542.3984375,92689.453125,0,,,92736.0,806.3984375,0.008695635325008721,0.0,0.0,
3,2004-07-27,92505.6015625,93772.796875,92505.6015625,93657.6015625,92803.609375,0,,,93542.3984375,115.203125,0.0012315605214781034,0.0,0.0,
4,2004-07-28,103104.0,103104.0,85248.0,85248.0,84470.6875,0,,,93657.6015625,-8409.6015625,-0.08979091309409704,0.0,0.0,
5,2004-07-29,88704.0,91008.0,86745.6015625,91008.0,90178.1640625,0,,,85248.0,5760.0,0.06756756756756754,0.0,0.0,
6,2004-07-30,92160.0,92160.0,89856.0,92160.0,91319.6640625,0,,,91008.0,1152.0,0.012658227848101333,0.0,0.0,
7,2004-08-02,92620.796875,92620.796875,88358.3984375,92160.0,91319.6640625,0,,,92160.0,0.0,0.0,0.0,0.0,
8,2004-08-03,90432.0,91929.6015625,89625.6015625,89625.6015625,88808.375,0,,,92160.0,-2534.3984375,-0.027499983045789933,0.0,0.0,
9,2004-08-04,92160.0,92160.0,87667.203125,89971.203125,89150.8203125,0,,,89625.6015625,345.6015625,0.003856058497515358,0.0,0.0,
10,2004-08-05,91008.0,91123.203125,88934.3984375,89280.0,88465.921875,0,,,89971.203125,-691.203125,-0.00768249285318201,0.0,0.0,
11,2004-08-06,88704.0,89971.203125,88704.0,89625.6015625,88808.375,0,,,89280.0,345.6015625,0.0038709852430556246,0.0,0.0,
12,2004-08-09,88012.796875,90432.0,88012.796875,89971.203125,89150.8203125,0,,,89625.6015625,345.6015625,0.003856058497515358,0.0,0.0,
13,2004-08-10,88012.796875,90432.0,88012.796875,90432.0,89607.4140625,0,,,89971.203125,460.796875,0.005121604013228476,0.0,0.0,
14,2004-08-11,87897.6015625,89856.0,87897.6015625,89280.0,88465.921875,0,,,90432.0,-1152.0,-0.01273885350318471,0.0,0.0,
15,2004-08-12,88358.3984375,89856.0,85132.796875,85132.796875,84356.53125,0,,,89280.0,-4147.203125,-0.046451647905465965,0.0,0.0,
16,2004-08-13,84096.0,90547.203125,84096.0,89625.6015625,88808.375,0,,,85132.796875,4492.8046875,0.05277407594275041,0.0,0.0,
17,2004-08-16,89280.0,92160.0,85132.796875,92160.0,91319.6640625,0,,,89625.6015625,2534.3984375,0.0282776170348229,0.0,0.0,
18,2004-08-17,92044.796875,92736.0,89395.203125,92736.0,91890.40625,0,,,92160.0,576.0,0.006250000000000089,0.0,0.0,
19,2004-08-18,92736.0,92736.0,90432.0,92736.0,91890.40625,0,,,92736.0,0.0,0.0,0.0,0.0,
20,2004-08-19,92736.0,92851.203125,90432.0,92851.203125,92004.5625,0,,,92736.0,115.203125,0.0012422697226535107,0.0,0.0,
21,2004-08-20,92736.0,94464.0,91008.0,92160.0,91319.6640625,0,,,92851.203125,-691.203125,-0.007444202139949341,0.0,0.0,
22,2004-08-23,92160.0,94348.796875,89856.0,92736.0,91890.40625,0,,,92160.0,576.0,0.006250000000000089,0.0,0.0,
23,2004-08-24,95270.3984375,95270.3984375,90201.6015625,91584.0,90748.9140625,0,,,92736.0,-1152.0,-0.012422360248447228,0.0,0.0,
24,2004-08-25,93888.0,93888.0,91008.0,92736.0,91890.40625,0,,,91584.0,1152.0,0.012578616352201255,0.0,0.0,
25,2004-08-26,92620.796875,92736.0,90201.6015625,92160.0,91319.6640625,0,,,92736.0,-576.0,-0.006211180124223614,0.0,0.0,
26,2004-08-27,92160.0,92505.6015625,90547.203125,92160.0,91319.6640625,0,,,92160.0,0.0,0.0,0.0,0.0,
27,2004-08-30,90777.6015625,93312.0,90777.6015625,92736.0,91890.40625,0,,,92160.0,576.0,0.006250000000000089,0.0,0.0,
28,2004-08-31,92736.0,93312.0,91008.0,93081.6015625,92232.859375,0,,,92736.0,345.6015625,0.003726724923438507,0.0,0.0,
29,2004-09-01,92966.3984375,93081.6015625,92736.0,93081.6015625,92232.859375,0,,,93081.6015625,0.0,0.0,0.0,0.0,
30,2004-09-02,93081.6015625,93312.0,92505.6015625,92505.6015625,91662.109375,0,,,93081.6015625,-576.0,-0.006188118708005286,0.0,0.0,
31,2004-09-03,93312.0,93312.0,92160.0,93312.0,92461.15625,0,,,92505.6015625,806.3984375,0.008717293049061103,0.0,0.0,
32,2004-09-07,91008.0,93542.3984375,91008.0,93312.0,92461.15625,0,,,93312.0,0.0,0.0,0.0,0.0,
33,2004-09-08,93196.796875,93888.0,93196.796875,93888.0,93031.90625,0,,,93312.0,576.0,0.006172839506172867,0.0,0.0,
34,2004-09-09,93312.0,96768.0,93312.0,96768.0,95885.640625,0,,,93888.0,2880.0,0.030674846625766916,0.0,0.0,
35,2004-09-10,98150.3984375,99072.0,97920.0,99072.0,98168.6328125,0,,,96768.0,2304.0,0.023809523809523725,0.0,0.0,
36,2004-09-13,98496.0,100224.0,96768.0,98265.6015625,97369.59375,0,,,99072.0,-806.3984375,-0.00813951911236277,0.0,0.0,
37,2004-09-14,99072.0,100224.0,97344.0,98265.6015625,97369.59375,0,,,98265.6015625,0.0,0.0,0.0,0.0,
38,2004-09-15,97920.0,99072.0,97344.0,98265.6015625,97369.59375,0,,,98265.6015625,0.0,0.0,0.0,0.0,
39,2004-09-16,97920.0,100224.0,97344.0,98035.203125,97141.2890625,0,,,98265.6015625,-230.3984375,-0.0023446499470464177,0.0,0.0,
40,2004-09-17,98265.6015625,102528.0,97920.0,102528.0,101593.125,0,,,98035.203125,4492.796875,0.04582840379563913,0.0,0.0,
41,2004-09-20,105984.0,106214.3984375,103680.0,105177.6015625,104218.5625,0,,,102528.0,2649.6015625,0.025842711868952817,0.0,0.0,
42,2004-09-21,107136.0,117388.796875,105984.0,117158.3984375,116090.1171875,0,,,105177.6015625,11980.796875,0.11391015479546396,0.0,0.0,
43,2004-09-22,117849.6015625,118080.0,112320.0,115200.0,114149.578125,0,,,117158.3984375,-1958.3984375,-0.016715817761410734,0.0,0.0,
44,2004-09-23,117388.796875,129024.0,117158.3984375,127296.0,126135.28125,0,,,115200.0,12096.0,0.10499999999999998,0.0,0.0,
45,2004-09-24,129600.0,129600.0,123840.0,126604.796875,125450.3828125,0,,,127296.0,-691.203125,-0.005429888802476079,0.0,0.0,
46,2004-09-27,126604.796875,126604.796875,120960.0,122457.6015625,121341.0,0,,,126604.796875,-4147.1953125,-0.032757015649214516,0.0,0.0,
47,2004-09-28,121881.6015625,123840.0,116928.0,118080.0,117003.3125,0,,,122457.6015625,-4377.6015625,-0.03574789565240466,0.0,0.0,
48,2004-09-29,116928.0,117043.203125,109440.0,111744.0,110725.0859375,0,,,118080.0,-6336.0,-0.0536585365853659,0.0,0.0,
49,2004-09-30,123840.0,123840.0,112435.203125,115200.0,114149.578125,0,97244.9284375,,111744.0,3456.0,0.030927835051546282,0.0,0.0,
50,2004-10-01,120960.0,120960.0,112320.0,116812.796875,115747.6640625,0,97726.464375,,115200.0,1612.796875,0.013999972873263822,0.0,0.0,
51,2004-10-04,118656.0,122112.0,118656.0,120038.3984375,118943.859375,0,98272.51234375,,116812.796875,3225.6015625,0.027613426343619407,0.0,0.0,
52,2004-10-05,122112.0,122112.0,111168.0,114969.6015625,113921.28125,0,98701.05640625,,120038.3984375,-5068.796875,-0.042226462040304114,0.0,0.0,
53,2004-10-06,114624.0,120268.796875,114624.0,116928.0,115861.8203125,0,99166.464375,,114969.6015625,1958.3984375,0.017034054314221336,0.0,0.0,
54,2004-10-07,116352.0,118425.6015625,109440.0,114739.203125,113692.984375,0,99756.2884375,,116928.0,-2188.796875,-0.018719185096811697,0.0,0.0,
55,2004-10-08,115200.0,116006.3984375,114048.0,114048.0,113008.078125,0,100217.0884375,,114739.203125,-691.203125,-0.006024123457149866,0.0,0.0,
56,2004-10-11,120960.0,120960.0,115200.0,119462.3984375,118373.109375,0,100763.13640625,,114048.0,5414.3984375,0.04747473377437572,0.0,0.0,
57,2004-10-12,120960.0,120960.0,115776.0,118656.0,117574.0625,0,101293.05640625,,119462.3984375,-806.3984375,-0.00675022808889858,0.0,0.0,
58,2004-10-13,118310.3984375,123033.6015625,115200.0,116352.0,115291.0703125,0,101827.584375,,118656.0,-2304.0,-0.01941747572815533,0.0,0.0,
59,2004-10-14,118080.0,118080.0,109440.0,110592.0,109583.59375,0,102240.0003125,,116352.0,-5760.0,-0.04950495049504955,0.0,0.0,
60,2004-10-15,114048.0,114624.0,109440.0,112896.0,111866.5859375,0,102712.3203125,,110592.0,2304.0,0.02083333333333326,0.0,0.0,
61,2004-10-18,112896.0,112896.0,110361.6015625,112665.6015625,111638.2890625,0,103173.1203125,,112896.0,-230.3984375,-0.0020408024863590724,0.0,0.0,
62,2004-10-19,112896.0,113932.796875,110246.3984375,112780.796875,111752.4296875,0,103629.3121875,,112665.6015625,115.1953125,0.0010224532679221632,0.0,0.0,
63,2004-10-20,110361.6015625,114048.0,107712.0,109440.0,108442.1015625,0,104009.4721875,,112780.796875,-3340.796875,-0.029622036442097044,0.0,0.0,
64,2004-10-21,110016.0,112896.0,108288.0,111744.0,110725.0859375,0,104458.7521875,,109440.0,2304.0,0.021052631578947434,0.0,0.0,
65,2004-10-22,111513.6015625,112089.6015625,110016.0,112089.6015625,111067.5390625,0,104997.88828125,,111744.0,345.6015625,0.003092797488008392,0.0,0.0,
66,2004-10-25,110592.0,113472.0,108288.0,113472.0,112437.3359375,0,105474.81625,,112089.6015625,1382.3984375,0.012332976638597337,0.0,0.0,
67,2004-10-26,109440.0,109440.0,105523.203125,108864.0,107871.3515625,0,105808.89625,,113472.0,-4608.0,-0.040609137055837574,0.0,0.0,
68,2004-10-27,111744.0,112089.6015625,108288.0,110592.0,109583.59375,0,106166.01625,,108864.0,1728.0,0.015873015873015817,0.0,0.0,
69,2004-10-28,113472.0,113472.0,108864.0,111744.0,110725.0859375,0,106546.17625,,110592.0,1152.0,0.01041666666666674,0.0,0.0,
70,2004-10-29,113472.0,113472.0,107942.3984375,110592.0,109583.59375,0,106900.9921875,,111744.0,-1152.0,-0.010309278350515427,0.0,0.0,
71,2004-11-01,108403.203125,109785.6015625,103680.0,103680.0,102734.6171875,0,107131.3921875,,110592.0,-6912.0,-0.0625,0.0,0.0,
72,2004-11-02,104832.0,106214.3984375,102528.0,106214.3984375,105245.90625,0,107400.96015625,,103680.0,2534.3984375,0.02444442937403557,0.0,0.0,
73,2004-11-03,109440.0,109440.0,103680.0,109440.0,108442.1015625,0,107758.08015625,,106214.3984375,3225.6015625,0.030368778715044398,0.0,0.0,
74,2004-11-04,109440.0,109440.0,109440.0,109440.0,108442.1015625,0,108092.16015625,,109440.0,0.0,0.0,0.0,0.0,
75,2004-11-05,109440.0,113241.6015625,105984.0,113241.6015625,112209.0390625,0,108513.7921875,,109440.0,3801.6015625,0.0347368563824928,0.0,0.0,
76,2004-11-08,112896.0,113472.0,110592.0,112896.0,111866.5859375,0,108928.5121875,,113241.6015625,-345.6015625,-0.0030518957497193133,0.0,0.0,
77,2004-11-09,107136.0,113241.6015625,107136.0,112089.6015625,111067.5390625,0,109315.58421875,,112896.0,-806.3984375,-0.007142843302685664,0.0,0.0,
78,2004-11-10,107827.203125,112780.796875,107136.0,108518.3984375,107528.8984375,0,109624.32015625,,112089.6015625,-3571.203125,-0.03186025354018884,0.0,0.0,
79,2004-11-11,108288.0,108979.203125,103680.0,104832.0,103876.1171875,0,109859.328125,,108518.3984375,-3686.3984375,-0.033970262099132786,0.0,0.0,
80,2004-11-12,107136.0,107251.203125,105408.0,107136.0,106159.109375,0,110151.93609375,,104832.0,2304.0,0.0219780219780219,0.0,0.0,
81,2004-11-15,109209.6015625,109209.6015625,103680.0,103680.0,102734.6171875,0,110359.29609375,,107136.0,-3456.0,-0.032258064516129004,0.0,0.0,
82,2004-11-16,109094.3984375,109094.3984375,105753.6015625,108288.0,107300.6015625,0,110658.81609375,,103680.0,4608.0,0.04444444444444451,0.0,0.0,
83,2004-11-17,107136.0,107136.0,102528.0,103910.3984375,102962.9140625,0,110859.2640625,,108288.0,-4377.6015625,-0.04042554634400852,0.0,0.0,
84,2004-11-18,104486.3984375,104601.6015625,104486.3984375,104601.6015625,103647.8203125,0,111015.93609375,,103910.3984375,691.203125,0.0066519148746768675,0.0,0.0,
85,2004-11-19,104601.6015625,106560.0,102528.0,102528.0,101593.125,0,111085.05609375,,104601.6015625,-2073.6015625,-0.019823803187764888,0.0,0.0,
86,2004-11-22,101952.0,105868.796875,101952.0,102528.0,101593.125,0,111170.3040625,,102528.0,0.0,0.0,0.0,0.0,
87,2004-11-23,103104.0,103104.0,99763.203125,99763.203125,98853.5390625,0,111200.25609375,,102528.0,-2764.796875,-0.026966261655352652,0.0,0.0,
88,2004-11-24,99648.0,101145.6015625,94579.203125,97920.0,97027.140625,0,111193.3440625,,99763.203125,-1843.203125,-0.018475781322804252,0.0,0.0,
89,2004-11-26,103104.0,103104.0,97113.6015625,98150.3984375,97255.4375,0,111195.64796875,,97920.0,230.3984375,0.0023529252195670924,0.0,0.0,
90,2004-11-29,97920.0,99072.0,94464.0,94464.0,93602.65625,0,111034.36796875,,98150.3984375,-3686.3984375,-0.037558670124476556,0.0,0.0,
91,2004-11-30,95040.0,97344.0,94464.0,97228.796875,96342.2421875,0,110875.391875,,94464.0,2764.796875,0.029268259601541224,0.0,0.0,
